age,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,physical_activity_hours_per_week,caffeine_mg,mindfulness_minutes_per_day,mental_health_score,mood_rating,stress_level,uses_wellness_apps,eats_healthy,gender_Male,gender_Other,location_type_Suburban,location_type_Urban,sleep_quality
34,4.8,1.2,0.7,1.5,2.2,4.5,3.7,2.0,1.2,1.5,62.3,12.1,62.0,3.0,7,0,1,True,False,False,False,4.0
74,4.3,2.0,1.6,0.6,1.2,0.9,1.7,2.2,3.3,4.5,180.4,20.0,79.0,8.3,1,1,0,False,False,False,True,4.0
38,5.9,2.1,2.2,0.9,1.3,3.5,3.5,1.8,1.5,6.3,174.1,15.3,70.0,4.2,6,1,0,True,False,False,True,4.0
64,5.3,3.5,0.0,0.8,1.5,3.7,3.5,1.5,0.7,0.5,225.6,12.6,53.0,7.2,6,0,1,True,False,True,False,4.0
63,6.8,1.5,3.0,0.9,2.5,4.5,4.0,1.5,1.3,0.8,134.2,7.8,50.0,1.0,9,1,0,False,False,False,False,4.0
65,4.1,1.8,2.0,0.4,1.1,2.9,3.2,1.2,1.8,7.7,164.4,25.4,73.0,4.6,5,0,1,False,False,False,True,5.0
46,10.0,3.1,5.0,0.8,2.5,4.5,3.6,1.4,1.0,2.3,166.5,15.9,58.0,1.2,9,0,1,False,False,False,False,3.0
55,8.7,3.6,3.8,0.5,1.7,2.6,3.2,1.9,2.3,3.9,185.5,32.7,65.0,5.2,4,1,1,True,False,False,True,3.0
50,4.4,2.4,1.5,0.8,0.7,2.6,2.8,2.2,2.2,3.0,158.2,20.1,72.0,6.6,3,1,1,False,False,False,False,4.0
72,5.9,1.8,3.5,0.5,1.4,2.8,3.3,1.8,2.0,4.5,101.5,29.5,77.0,4.9,4,0,1,False,False,False,True,4.0
67,3.7,1.6,2.4,0.4,0.3,2.6,3.3,1.4,1.5,2.6,159.3,12.5,70.0,6.7,4,1,1,True,False,False,True,5.0
48,1.3,0.3,1.8,0.0,0.1,1.0,1.1,2.5,2.8,4.2,138.4,28.0,82.0,10.0,1,0,1,True,False,False,True,4.0
50,3.0,1.2,0.0,0.6,2.0,3.6,4.0,0.7,1.1,0.0,223.6,11.0,64.0,4.4,6,0,0,True,False,False,True,4.0
16,6.4,2.1,0.0,0.7,2.2,4.4,3.9,1.2,1.1,1.3,127.8,9.1,52.0,1.8,9,0,1,True,False,False,True,4.0
29,6.0,1.8,1.5,1.7,1.4,4.4,3.9,1.7,1.2,3.2,110.1,9.5,56.0,2.7,8,0,1,False,True,False,True,4.0
48,4.7,2.6,1.0,0.9,1.4,4.5,3.9,1.3,0.7,0.0,186.8,11.4,55.0,1.0,9,0,0,False,False,False,True,4.0
50,3.4,1.8,1.7,0.2,0.8,3.1,3.6,1.0,1.4,1.6,137.8,18.5,66.0,5.8,5,0,0,False,False,True,False,4.0
20,6.4,1.3,3.0,0.0,1.6,4.1,3.9,2.0,1.9,1.2,130.6,13.0,53.0,1.4,8,1,0,False,True,False,True,3.0
53,7.8,2.3,2.5,0.8,3.4,4.5,4.1,1.0,1.5,0.0,131.7,7.2,49.0,1.0,10,1,1,True,False,False,True,4.0
56,6.4,4.3,0.7,0.2,2.4,4.5,4.2,1.3,1.3,0.0,197.5,15.9,50.0,1.0,9,0,0,False,False,False,True,4.0
65,4.9,1.7,2.5,0.3,1.3,3.6,3.8,1.2,1.5,0.0,101.1,13.2,53.0,5.0,5,0,0,True,False,True,False,5.0
65,2.8,2.1,0.5,0.2,1.2,0.5,1.8,2.3,3.1,2.8,134.8,35.4,75.0,10.0,1,0,0,False,False,False,False,4.0
72,3.6,2.8,0.2,0.4,1.0,2.7,3.2,1.9,1.5,6.5,220.5,30.9,77.0,5.7,4,1,1,True,False,False,True,4.0
68,3.7,1.5,1.9,1.0,0.0,2.0,2.9,2.4,2.4,2.5,105.3,20.3,65.0,6.1,3,1,1,False,False,False,True,4.0
26,4.4,3.1,0.6,0.0,0.9,0.9,1.4,2.4,2.3,4.7,127.7,33.2,81.0,9.9,1,0,1,True,False,False,False,4.0
17,5.4,0.6,0.8,1.4,2.1,4.5,3.8,0.2,0.9,0.7,195.0,12.6,56.0,1.0,10,1,0,True,False,False,False,4.0
59,4.1,1.6,2.6,0.5,0.5,4.2,3.9,1.8,0.9,2.2,114.0,13.8,63.0,2.6,7,0,0,False,False,False,True,5.0
32,4.5,1.7,2.2,0.2,1.1,3.7,4.2,2.4,1.8,1.3,133.6,17.3,59.0,4.0,6,0,0,True,False,False,False,5.0
54,3.9,2.1,1.1,1.1,0.3,0.6,1.6,2.2,3.3,2.5,142.4,14.5,80.0,8.2,1,0,0,False,False,False,True,4.0
35,1.9,0.2,0.0,0.5,2.2,0.8,1.1,2.6,2.8,6.1,122.1,19.9,76.0,8.1,1,1,0,True,False,True,False,5.0
29,3.9,3.2,0.7,0.0,0.1,1.7,2.1,2.5,2.2,4.2,187.2,26.7,78.0,8.2,2,1,1,False,False,False,False,4.0
47,7.1,2.4,3.6,0.0,2.0,4.5,3.6,0.8,0.9,0.0,225.7,7.4,57.0,1.6,10,0,0,True,False,False,True,4.0
49,7.8,3.0,2.6,1.0,2.4,4.5,4.0,1.4,1.6,0.0,178.1,7.6,49.0,1.1,10,1,0,True,False,False,True,3.0
40,7.7,3.5,3.1,1.1,1.1,4.3,3.8,1.2,1.0,0.9,60.5,12.0,55.0,1.0,8,0,0,True,False,False,False,4.0
22,4.8,1.3,1.8,0.4,0.7,4.5,3.9,1.9,1.3,1.7,194.4,13.8,54.0,2.0,9,1,0,True,False,False,False,4.0
50,3.7,0.2,1.1,1.4,1.9,1.9,2.3,2.5,2.6,6.2,212.5,26.9,90.0,7.9,2,0,0,True,False,False,True,5.0
62,7.7,3.0,2.5,0.6,3.0,4.4,3.8,1.8,1.9,0.0,164.3,8.7,47.0,2.2,8,1,1,True,False,True,False,3.0
44,7.6,1.7,2.9,1.4,2.7,4.5,3.9,0.9,0.9,0.0,142.8,9.7,47.0,1.0,10,1,1,True,False,False,True,4.0
37,2.3,1.0,1.0,0.0,1.3,3.1,3.6,1.4,1.5,2.9,126.0,12.9,71.0,4.1,5,0,0,True,False,True,False,4.0
56,2.6,2.5,0.7,0.0,0.5,2.6,3.6,1.5,1.3,1.6,127.7,20.5,58.0,8.4,4,0,0,False,False,True,False,4.0
58,4.3,4.2,0.0,0.3,1.2,3.6,3.3,1.4,1.1,1.1,119.4,25.1,65.0,4.9,6,0,0,False,False,False,True,4.0
28,2.7,1.9,0.7,0.4,0.0,0.7,1.2,3.4,2.8,5.8,113.1,28.2,85.0,8.4,1,1,1,True,False,False,True,5.0
28,6.7,2.9,2.2,1.3,0.8,4.5,3.7,2.1,1.3,0.2,217.2,21.0,52.0,1.3,8,0,0,False,False,True,False,3.0
16,5.9,1.1,0.8,0.8,1.9,4.3,4.0,1.6,0.6,3.0,130.6,14.1,61.0,2.2,7,0,1,False,False,False,True,4.0
69,3.0,0.5,2.5,0.1,1.0,1.0,1.2,2.9,2.9,5.2,118.9,18.8,93.0,10.0,1,1,0,True,False,False,False,5.0
51,6.9,2.8,3.7,0.6,0.8,4.3,4.1,1.9,0.7,1.5,165.5,21.8,56.0,2.7,7,0,0,False,False,False,True,3.0
19,6.1,2.5,1.5,0.3,1.3,4.0,4.1,0.8,0.9,2.3,153.0,11.0,66.0,2.1,7,0,1,True,False,False,True,4.0
52,3.4,1.6,1.5,0.1,1.1,2.3,2.8,1.9,2.2,6.2,94.0,25.4,76.0,7.1,3,0,1,False,False,False,True,4.0
59,7.6,3.5,2.1,0.6,2.2,3.8,3.9,1.1,0.4,0.0,191.2,14.7,50.0,2.6,7,0,0,True,False,True,False,4.0
55,1.0,0.4,0.9,0.5,0.1,0.6,1.5,2.6,2.5,6.7,191.9,40.5,90.0,9.0,1,0,1,False,False,False,True,4.0
68,2.5,0.9,0.8,0.1,1.9,1.0,1.2,3.1,2.8,5.8,144.3,39.8,86.0,8.2,1,1,1,False,False,False,False,5.0
74,2.7,1.5,0.8,0.1,1.4,1.6,2.3,2.7,2.4,8.2,148.0,30.0,81.0,8.3,2,0,1,True,False,False,True,4.0
61,3.4,1.7,0.2,1.1,1.8,1.6,2.2,2.5,2.4,4.3,204.1,35.5,72.0,8.0,2,1,1,True,False,True,False,4.0
28,6.7,3.3,2.5,0.9,0.0,4.5,3.9,1.3,1.4,2.3,186.9,10.2,66.0,2.0,8,0,0,False,True,False,False,3.0
70,5.7,2.0,1.0,1.2,2.3,2.4,3.5,1.0,1.3,7.5,147.4,21.4,76.0,4.6,4,1,1,True,False,True,False,4.0
53,5.4,1.8,2.7,0.4,1.9,3.3,3.7,1.7,1.0,3.0,222.9,29.3,70.0,5.9,5,0,1,False,False,True,False,4.0
39,5.3,0.9,2.1,0.0,3.1,2.2,3.1,2.1,1.7,3.1,71.8,21.1,68.0,6.9,3,1,0,False,False,True,False,3.0
34,4.7,3.0,1.5,0.3,0.6,4.3,3.8,1.7,1.4,1.9,68.1,18.2,61.0,4.1,7,1,0,False,False,False,True,4.0
16,5.6,1.0,2.4,1.2,0.8,4.5,3.8,1.6,0.9,2.5,108.6,10.6,65.0,2.9,8,0,0,False,False,False,True,4.0
53,1.0,0.9,0.5,0.0,0.0,0.7,1.2,2.7,3.1,7.3,162.6,30.0,87.0,8.4,1,1,0,False,False,True,False,5.0
20,4.8,1.6,0.6,1.5,0.6,4.5,4.2,0.7,1.4,0.0,126.2,9.3,47.0,1.0,10,0,1,False,False,False,True,4.0
31,6.8,2.1,2.3,0.0,2.8,3.9,4.1,1.7,1.4,0.5,160.5,8.9,64.0,3.2,7,1,0,True,False,False,True,3.0
73,3.3,1.4,0.0,1.1,1.7,2.5,3.0,2.0,1.8,1.9,121.0,29.3,64.0,8.2,3,1,1,True,False,False,False,5.0
39,3.6,2.6,1.5,0.0,0.7,2.3,3.1,2.6,1.8,5.0,166.8,16.8,74.0,5.8,3,1,1,True,False,False,False,5.0
71,4.9,1.7,2.1,0.2,1.5,3.5,3.6,1.3,2.5,8.1,97.4,22.2,75.0,5.7,5,1,0,False,True,False,True,4.0
42,5.9,2.9,2.9,0.0,1.3,4.5,4.0,2.1,1.6,0.0,129.0,13.6,49.0,1.0,9,1,0,False,False,False,True,4.0
16,8.1,2.5,3.2,1.7,0.0,4.3,3.5,1.9,1.7,1.7,123.0,17.3,59.0,1.0,8,0,0,True,False,False,True,4.0
49,4.6,3.6,1.4,0.9,0.0,4.1,3.6,1.1,0.4,0.6,227.9,15.8,60.0,2.3,7,1,1,False,False,False,True,5.0
51,6.4,1.6,2.3,1.0,2.5,4.2,4.0,2.6,1.0,2.0,78.0,21.2,57.0,1.7,7,0,0,False,False,False,False,4.0
19,6.8,2.8,0.6,0.3,2.1,4.5,4.0,1.6,1.5,0.0,158.3,9.0,52.0,1.0,10,1,1,True,False,False,True,4.0
15,2.2,0.4,1.0,0.0,0.0,3.8,4.0,0.6,1.6,2.2,132.7,15.8,62.0,5.0,6,0,0,False,False,True,False,5.0
54,9.1,4.6,3.0,1.1,1.3,4.5,3.9,0.8,1.5,0.0,61.0,9.4,49.0,1.7,10,0,0,True,False,False,True,3.0
26,5.1,2.7,1.5,0.0,0.7,1.8,2.1,1.7,2.7,2.7,98.9,35.8,76.0,9.6,2,1,1,False,False,False,True,5.0
70,5.4,1.7,1.7,0.5,2.5,2.9,3.4,1.2,1.9,4.9,201.1,27.0,72.0,5.6,4,1,0,True,False,False,True,3.0
50,3.1,1.8,0.4,0.0,1.8,2.1,3.2,1.8,2.3,5.4,164.1,27.0,84.0,8.4,3,1,1,False,False,True,False,4.0
59,4.0,1.8,2.0,0.7,0.3,2.7,3.4,1.9,2.1,6.3,79.9,26.5,73.0,6.9,4,1,1,False,False,True,False,4.0
37,6.6,3.7,2.3,0.0,1.5,3.8,3.4,1.5,1.1,2.7,64.1,22.7,71.0,3.3,6,0,0,True,False,False,True,5.0
61,5.8,2.8,2.3,0.0,1.4,4.5,3.7,1.9,1.6,1.9,207.9,15.9,52.0,1.9,8,0,1,False,True,True,False,4.0
45,2.0,1.6,0.2,0.1,1.4,0.8,1.1,3.1,3.1,4.3,184.2,27.0,79.0,10.0,1,1,0,False,False,True,False,4.0
25,5.5,0.9,2.6,1.0,0.9,4.4,3.6,1.0,1.0,2.3,103.4,10.2,54.0,1.8,8,0,0,True,False,True,False,3.0
24,5.3,3.1,0.4,0.3,1.4,4.5,3.9,1.5,1.1,0.0,219.6,17.1,50.0,1.0,9,0,1,True,False,False,True,4.0
17,7.0,2.8,1.5,1.2,0.5,4.5,4.1,1.6,1.0,2.1,107.5,14.7,59.0,1.0,9,0,0,False,False,False,False,4.0
68,3.6,2.6,0.0,1.5,0.2,4.4,3.7,0.9,0.7,0.0,177.8,10.4,57.0,2.6,8,0,0,True,False,True,False,4.0
28,3.6,1.9,1.3,0.4,0.2,1.8,2.5,3.2,2.6,3.4,46.1,36.0,85.0,8.4,2,1,1,True,False,False,True,4.0
30,2.2,1.7,0.4,0.0,0.4,3.4,3.7,1.7,2.1,8.6,114.4,24.6,80.0,5.1,5,0,1,True,False,False,True,5.0
24,7.5,3.5,1.0,1.2,1.8,4.5,3.9,0.8,0.9,0.0,128.0,11.1,58.0,1.0,10,0,0,True,False,False,True,4.0
43,6.0,3.6,1.6,0.0,1.8,0.7,1.3,2.5,3.1,5.0,89.3,25.9,86.0,7.3,1,0,1,False,False,False,False,3.0
24,8.0,2.6,2.4,0.1,2.9,4.5,3.9,1.7,1.6,3.5,143.7,9.8,54.0,1.1,10,1,1,True,False,False,False,4.0
26,6.6,2.9,2.4,0.0,1.2,2.9,3.7,1.1,1.6,1.5,182.3,19.6,74.0,4.7,5,1,0,True,False,True,False,5.0
44,4.0,2.2,0.0,1.2,2.1,0.4,1.7,3.7,2.5,6.5,169.6,30.4,86.0,9.0,1,1,0,True,False,False,True,4.0
55,4.7,0.8,2.2,0.9,1.4,4.0,4.2,0.5,1.3,2.1,158.6,15.4,65.0,5.3,6,0,1,True,False,True,False,4.0
15,7.1,1.1,1.7,1.6,1.7,4.5,3.5,0.5,0.7,0.0,212.9,9.3,46.0,1.0,10,1,1,False,False,False,True,3.0
19,7.1,3.0,0.9,0.3,2.2,4.5,3.9,0.8,0.7,0.0,127.5,8.5,47.0,1.0,10,0,1,True,False,True,False,4.0
34,5.3,3.1,0.5,0.1,2.0,4.5,3.8,2.0,1.3,0.0,145.9,20.6,51.0,2.0,8,0,0,False,True,False,False,4.0
22,6.7,2.9,1.4,0.3,1.5,4.5,4.1,0.6,1.3,0.0,182.3,9.8,45.0,1.0,10,0,0,False,False,False,True,4.0
57,3.5,2.3,1.8,0.0,0.8,2.9,3.6,1.4,1.2,4.1,163.7,27.4,68.0,5.8,4,1,0,True,False,False,True,4.0
26,8.1,3.0,1.9,1.5,1.7,4.4,4.1,1.7,0.4,1.8,136.5,13.0,55.0,4.1,8,1,0,False,False,False,False,3.0
15,10.0,1.9,1.3,2.6,2.8,4.5,4.0,0.8,1.7,2.9,111.6,16.2,50.0,1.0,9,0,1,True,False,False,True,4.0
71,3.2,2.6,0.0,0.2,1.6,1.4,2.1,2.8,2.5,4.4,196.6,21.3,79.0,7.8,2,0,0,False,False,False,True,4.0
68,3.7,1.8,1.0,1.0,1.0,1.8,2.6,1.8,2.3,2.9,126.0,20.5,77.0,7.9,2,0,0,False,True,True,False,5.0
34,3.4,1.0,0.2,0.5,2.2,3.3,3.5,1.1,1.2,0.0,133.4,10.8,59.0,6.1,5,0,0,True,False,False,True,5.0
42,6.3,2.8,3.8,0.9,0.0,3.9,3.6,1.4,1.3,1.9,163.3,15.5,64.0,2.9,7,0,1,True,False,True,False,4.0
71,5.9,3.1,1.6,1.2,1.0,3.5,3.3,1.4,1.5,3.1,156.7,25.1,67.0,5.7,5,0,1,False,False,False,True,3.0
57,6.2,4.2,2.3,0.0,0.4,4.5,3.9,1.2,1.1,0.0,89.2,9.1,50.0,1.0,9,0,1,True,False,False,False,4.0
51,4.9,2.2,2.2,0.3,1.3,3.3,3.8,2.5,0.6,2.7,176.4,16.9,63.0,5.3,5,0,1,True,False,True,False,4.0
61,5.6,1.1,1.8,1.3,2.6,1.8,2.1,2.5,3.1,5.5,208.6,17.9,80.0,9.9,2,1,1,True,False,False,False,4.0
51,4.1,1.7,1.0,0.9,2.0,3.8,3.9,1.4,1.7,1.2,76.5,10.9,64.0,2.9,6,1,0,True,False,False,True,4.0
26,3.4,1.9,0.9,0.8,0.0,2.8,3.2,1.5,1.8,3.9,93.6,30.4,72.0,5.2,4,0,0,False,False,False,True,4.0
51,2.6,2.1,0.0,0.9,0.8,0.6,1.2,2.8,3.1,4.4,85.8,29.9,85.0,9.5,1,1,0,True,False,False,False,5.0
63,4.0,2.4,1.7,1.0,0.0,0.9,1.0,1.9,3.5,4.6,203.0,38.5,89.0,10.0,1,1,0,True,False,False,False,4.0
63,7.0,2.3,1.8,1.3,2.5,4.3,4.0,1.0,0.9,1.3,151.8,8.4,52.0,3.2,7,0,0,False,False,True,False,4.0
70,5.0,2.7,1.4,1.1,0.8,2.0,2.9,1.0,2.0,4.4,158.0,12.2,65.0,7.3,3,0,1,True,False,True,False,5.0
58,4.7,2.2,1.7,0.6,1.5,0.6,1.3,2.2,2.7,5.6,123.8,29.9,80.0,8.5,1,1,1,True,False,False,True,4.0
70,2.0,0.2,0.2,0.8,1.5,1.1,1.3,3.3,2.2,3.9,147.9,28.3,73.0,8.4,1,1,1,False,False,False,False,5.0
42,4.3,2.2,1.2,0.6,1.6,3.1,3.6,1.2,1.0,7.5,44.5,16.7,70.0,4.8,5,1,1,True,False,False,True,3.0
61,2.6,2.1,0.8,0.2,0.0,2.7,3.4,1.1,1.9,0.8,142.7,19.5,65.0,6.6,4,0,1,False,False,False,True,4.0
29,6.9,2.5,2.2,0.6,1.8,0.8,1.4,2.7,2.8,5.0,139.8,14.7,94.0,6.8,1,1,0,False,False,True,False,3.0
20,5.5,1.7,1.5,0.5,0.9,4.5,4.2,1.3,1.9,0.0,176.2,12.7,48.0,1.4,10,1,1,True,False,False,True,4.0
58,4.3,2.2,0.8,0.0,2.2,2.5,3.2,1.9,1.9,7.1,70.6,20.1,65.0,7.9,4,1,1,False,False,False,False,4.0
73,5.9,2.5,1.3,1.1,1.6,2.7,3.2,1.9,2.5,5.1,137.8,27.1,71.0,6.7,4,1,0,True,False,True,False,5.0
34,4.6,1.9,0.4,1.2,2.0,2.6,3.8,2.2,1.0,4.0,31.4,31.6,77.0,4.6,4,1,1,True,False,False,False,4.0
64,4.2,2.6,1.1,0.9,0.7,2.7,3.0,2.0,1.8,3.4,120.5,12.2,80.0,5.8,3,1,1,False,False,False,True,5.0
28,5.6,2.1,2.1,1.1,0.3,3.2,3.7,1.0,1.5,3.4,122.9,24.8,67.0,5.4,5,1,1,False,False,True,False,3.0
16,5.8,2.1,0.0,0.5,2.3,3.9,3.7,1.9,1.5,3.3,101.9,22.1,59.0,4.1,7,1,1,True,False,True,False,3.0
23,4.5,0.2,1.4,0.3,2.0,4.5,3.7,1.3,0.9,0.4,216.6,16.3,57.0,1.4,9,0,0,False,False,False,True,5.0
51,3.9,1.0,0.7,1.2,1.6,1.6,2.2,2.1,2.7,6.7,158.5,36.9,92.0,7.5,2,0,1,False,False,False,False,5.0
34,1.3,1.0,0.0,0.0,1.6,0.9,1.2,1.9,3.2,4.3,129.2,18.9,72.0,8.9,1,0,0,False,True,False,True,5.0
40,6.6,2.2,3.6,0.0,1.8,4.3,3.9,2.0,1.6,3.1,93.4,9.5,56.0,3.9,7,1,0,False,False,False,True,3.0
43,6.6,3.1,2.9,0.9,0.1,4.0,4.3,1.2,1.9,0.6,134.4,8.1,56.0,1.0,7,1,1,True,False,False,False,5.0
15,7.0,1.9,0.8,0.9,2.5,4.5,4.1,1.0,0.5,0.0,113.3,10.7,46.0,1.0,10,1,0,True,False,True,False,4.0
69,5.7,2.8,1.2,1.2,1.2,4.4,3.8,1.1,0.9,2.6,141.2,15.9,59.0,1.1,9,0,1,False,False,False,False,4.0
49,3.1,2.6,0.0,0.0,1.3,2.6,3.3,2.2,2.6,5.8,245.1,26.8,68.0,4.8,4,0,0,True,False,False,False,4.0
20,3.9,2.1,0.0,0.5,1.0,2.7,3.2,2.0,1.4,5.7,127.3,27.6,66.0,7.2,4,1,1,False,False,True,False,4.0
51,1.9,2.5,0.3,0.0,0.0,1.2,0.9,2.8,2.5,5.5,76.4,21.8,81.0,8.6,1,0,1,True,False,False,True,5.0
67,5.9,2.2,1.5,1.1,2.0,4.1,3.9,1.8,1.1,0.0,142.9,22.4,56.0,3.6,7,0,0,True,False,True,False,4.0
73,4.9,1.9,1.4,1.4,0.4,1.6,2.1,1.8,3.1,2.7,136.8,35.1,81.0,8.0,2,0,1,True,False,True,False,5.0
19,6.8,2.4,1.9,0.9,1.5,4.4,4.0,1.7,0.7,3.0,107.9,9.3,62.0,2.1,7,0,1,False,True,False,False,4.0
47,5.0,3.3,2.2,0.3,0.6,4.1,3.8,1.4,0.6,1.2,196.0,21.6,63.0,3.8,7,1,1,True,False,True,False,3.0
63,4.4,2.4,1.8,0.2,1.1,3.5,3.8,1.6,1.0,1.6,112.9,23.8,77.0,5.7,6,1,1,False,False,False,True,5.0
65,2.8,2.2,0.3,0.4,1.0,1.5,2.2,2.4,2.9,6.9,80.6,25.8,86.0,6.6,2,1,1,True,False,False,True,5.0
28,3.5,1.2,1.9,0.1,0.6,3.9,4.0,1.1,1.2,0.0,73.4,19.1,64.0,3.0,7,0,0,True,False,True,False,5.0
26,7.1,3.3,2.2,0.5,1.2,4.5,4.3,0.8,0.1,0.0,45.2,6.9,51.0,1.0,10,0,0,True,False,False,True,4.0
56,1.9,0.7,1.0,0.1,0.9,2.3,2.8,1.4,2.1,7.1,233.7,32.3,81.0,6.8,3,1,1,False,False,False,False,5.0
34,1.0,0.5,0.0,0.0,0.4,0.8,1.3,3.0,2.6,3.5,73.9,37.0,79.0,9.2,1,1,1,True,False,False,True,4.0
67,7.4,2.3,2.8,0.8,2.6,3.5,3.9,1.6,1.7,3.2,139.5,27.9,70.0,5.0,5,0,1,True,False,False,True,4.0
64,3.5,1.2,1.6,0.9,0.6,2.9,3.8,1.4,1.8,2.5,142.7,11.5,72.0,5.1,4,1,1,True,False,False,True,5.0
38,5.8,3.0,0.0,1.6,2.0,3.5,3.8,1.2,1.5,3.0,122.4,26.8,65.0,5.3,5,0,1,True,False,False,False,3.0
73,5.6,0.5,3.8,0.3,2.1,2.5,3.0,1.2,2.1,6.7,200.5,14.6,76.0,7.6,3,1,1,False,True,False,True,4.0
57,4.8,2.9,1.0,0.0,2.3,3.9,3.9,1.5,0.8,1.7,127.2,13.1,69.0,2.8,6,0,0,False,False,False,True,3.0
48,8.1,2.7,4.2,1.1,0.9,4.5,3.8,0.6,1.2,0.0,142.1,5.5,49.0,1.0,10,1,1,True,False,True,False,4.0
39,5.2,2.1,1.9,1.2,1.2,4.1,3.6,2.3,0.8,0.0,194.1,10.2,58.0,3.8,7,0,1,False,False,False,True,5.0
64,3.3,0.2,1.3,1.3,1.2,3.5,3.6,1.5,1.5,1.6,87.5,22.3,70.0,6.2,5,0,0,False,False,False,True,4.0
43,4.6,0.4,1.7,1.5,1.9,3.1,3.4,2.2,2.5,3.0,133.5,14.7,77.0,5.8,4,0,0,True,False,False,True,5.0
71,4.6,2.2,0.7,1.5,1.2,1.7,2.3,2.4,2.2,2.6,219.9,34.4,72.0,5.9,2,0,1,False,False,True,False,3.0
53,4.4,1.8,1.6,0.0,1.9,4.1,3.8,2.0,1.2,3.2,126.8,14.8,58.0,3.5,6,1,1,False,False,False,False,4.0
45,7.5,2.7,3.7,1.5,1.1,4.5,4.0,0.5,1.1,0.0,149.6,9.5,46.0,2.2,10,0,0,True,False,False,False,4.0
70,4.7,1.9,0.5,0.4,2.5,1.7,2.6,2.7,2.1,4.0,175.0,35.3,71.0,6.4,2,1,1,True,False,True,False,4.0
61,5.4,1.9,2.1,1.1,1.4,2.5,3.5,1.5,2.1,4.4,266.1,19.8,78.0,4.7,4,0,1,False,True,False,False,4.0
57,2.0,0.2,0.7,0.8,1.3,2.3,2.7,2.6,2.2,7.2,69.0,24.7,71.0,6.8,3,1,1,False,False,True,False,5.0
64,4.6,2.7,1.3,0.0,1.7,2.4,2.9,1.8,2.5,2.6,93.5,12.8,75.0,6.2,3,0,0,True,False,True,False,5.0
37,8.4,1.4,3.7,1.3,3.0,4.0,3.7,1.3,0.3,3.5,179.1,15.6,62.0,3.2,6,0,1,True,False,False,True,3.0
58,4.2,1.6,2.1,0.3,0.8,1.1,2.7,2.6,2.8,4.6,80.2,22.7,78.0,7.0,2,1,1,True,False,True,False,4.0
52,6.3,1.0,2.3,1.7,2.4,3.4,3.7,1.3,1.3,1.5,139.6,23.8,65.0,3.1,6,0,1,False,False,False,True,3.0
34,1.9,0.6,1.6,0.1,0.6,0.8,1.4,3.0,2.9,5.3,138.5,16.8,87.0,8.4,1,0,0,False,False,False,True,5.0
37,8.4,3.3,4.5,0.0,1.4,4.0,3.6,1.8,1.0,2.1,130.6,8.7,47.0,2.6,8,0,1,False,True,False,True,3.0
59,3.1,2.7,0.5,0.2,0.6,3.3,3.5,2.5,1.1,1.3,190.3,24.5,74.0,7.8,5,0,0,True,False,True,False,5.0
66,4.6,2.7,0.0,1.5,1.0,3.1,3.5,2.2,1.9,7.7,140.9,27.6,71.0,6.6,4,0,1,False,False,True,False,3.0
30,5.0,1.8,3.4,0.0,0.7,4.5,4.1,1.0,0.9,0.0,204.7,10.2,41.0,1.0,10,0,0,False,False,False,True,4.0
64,3.6,0.4,1.1,1.1,2.1,1.0,1.6,2.4,2.7,4.9,115.9,23.7,85.0,10.0,1,1,0,True,False,False,True,5.0
56,7.1,3.9,2.0,1.7,0.9,3.7,3.9,1.8,1.3,6.9,135.7,19.5,59.0,4.4,6,1,0,True,False,False,True,4.0
74,7.5,2.4,3.4,0.5,1.9,2.6,3.6,1.6,1.7,3.5,81.1,26.5,77.0,7.4,4,0,0,False,True,False,True,4.0
69,4.1,2.1,2.0,0.4,0.9,3.0,3.6,2.2,1.2,2.5,185.9,12.8,58.0,5.4,5,1,0,False,False,False,False,4.0
22,8.3,1.7,4.0,0.6,1.4,4.5,4.0,1.6,1.4,2.6,94.8,13.6,54.0,1.0,8,0,0,False,False,False,True,3.0
64,3.4,0.2,1.6,0.0,2.9,2.4,3.1,1.6,1.7,1.2,126.8,29.6,70.0,7.8,3,0,1,False,False,False,False,5.0
35,5.5,3.0,0.7,2.2,0.7,3.3,3.8,1.5,1.0,9.6,134.1,15.2,82.0,4.7,5,1,1,True,False,True,False,4.0
15,3.5,1.0,0.0,1.0,0.7,4.5,3.9,1.4,0.4,0.0,82.2,12.2,55.0,1.0,9,0,0,False,False,True,False,4.0
69,4.5,2.5,1.8,0.0,1.2,2.6,3.0,2.1,1.2,6.5,237.8,22.0,75.0,5.9,3,0,1,False,False,False,True,5.0
22,5.3,2.7,0.0,0.1,1.4,4.5,4.0,1.2,1.0,1.2,213.1,6.0,56.0,1.0,10,1,0,False,False,True,False,4.0
43,5.5,2.3,1.9,0.7,2.0,1.4,2.5,2.0,2.3,4.0,111.9,33.7,71.0,7.2,2,0,1,False,True,False,False,4.0
46,5.6,2.4,3.1,0.0,1.4,4.2,4.0,1.6,0.0,1.6,140.9,8.3,55.0,1.2,8,0,1,False,False,False,True,4.0
52,5.4,3.2,1.5,0.0,1.6,2.9,3.2,1.3,1.8,4.3,168.8,23.0,73.0,7.1,4,0,1,True,False,False,True,4.0
